,house_number,households_number,households_women,households_men,households_children,region,residence_type,residence_type,drink_water_source,time_water_source,toilet_type,electricity,radio,tv,refrigerator,floor_material,wall_material,roof_material,sleeping_room,landline,share_toilet,cooking_fuel_type,bednet,treat_water,water_boil,water_bleach,water_strain,water_filter,water_solar,water_settle,water_other,house_share_toilet,wealth_index,wealth_index_score,location,water_provider,paraffin_lamp,iron,lighting_source,distance_market,meals_day,distance_health
327,304,5,1,0,0,Morogoro,Rural,Countryside,Public tap/standpipe,5,Pit latrine - ventilated improved pit (VIP),No,Yes,No,No,Cement,Baked bricks,Iron sheets,3,No,No,Wood,Yes,Yes,No,No,No,No,No,Yes,No, ,Richer,58000,Mainland rural,Authority,Yes,Yes,Paraffin-hurricane lamp,150,3,2
328,320,4,1,1,0,Morogoro,Rural,Countryside,Public tap/standpipe,3,Pit latrine - without slab / open pit,No,Yes,No,No,"Earth, sand, dung",Baked bricks,Iron sheets,2,No,No,Wood,Yes,No,No,No,No,No,No,No,No, ,Richer,-16000,Mainland rural,Authority,Yes,No,Paraffin-hurricane lamp,150,2,1
329,336,4,1,0,0,Morogoro,Rural,Countryside,Public tap/standpipe,10,Pit latrine - without slab / open pit,No,No,No,No,"Earth, sand, dung",Baked bricks,Grass/thatch/mud,2,No,No,Wood,Yes,Yes,No,No,No,No,No,Yes,No, ,Poorest,-85000,Mainland rural,Authority,No,No,Paraffin-wick lamp,150,3,1
330,353,7,1,0,2,Morogoro,Rural,Countryside,Public tap/standpipe,30,Pit latrine - without slab / open pit,No,Yes,No,No,"Earth, sand, dung",Baked bricks,Grass/thatch/mud,4,No,No,Wood,No,No,No,No,No,No,No,No,No, ,Richer,-16000,Mainland rural,Authority,Yes,Yes,Paraffin-hurricane lamp,150,2,3
331,296,8,2,0,0,Pwani,Rural,Countryside,Neighbour tap,10,Pit latrine - without slab / open pit,No,No,No,No,"Earth, sand, dung",Poles and mud,Iron sheets,3,No,No,Wood,Yes,No,No,No,No,No,No,No,No, ,Middle,-44000,Mainland rural, ,Yes,No,Paraffin-wick lamp,5,3,3
332,311,1,0,0,0,Pwani,Rural,Countryside,Public tap/standpipe,5,Pit latrine - without slab / open pit,No,Yes,No,No,Cement,Poles and mud,Iron sheets,3,No,Yes,Kerosene,No,No,No,No,No,No,No,No,No,3,Richer,17000,Mainland rural,Authority,No,No,Paraffin-wick lamp,4,3,2
333,326,1,0,0,0,Pwani,Rural,Countryside,Neighbour tap,5,Pit latrine - without slab / open pit,No,Yes,No,No,"Earth, sand, dung",Poles and mud,Iron sheets,3,No,Yes,Wood,No,No,No,No,No,No,No,No,No,2,Middle,-57000,Mainland rural, ,No,No,Paraffin-wick lamp,5,3,2
334,163,5,1,0,1,Lindi,Rural,Countryside,Open public well,10,Pit latrine - without slab / open pit,No,Yes,No,No,"Earth, sand, dung",Poles and mud,Grass/thatch/mud,3,No,No,Wood,Yes,No,No,No,No,No,No,No,No, ,Middle,-56000,Mainland rural, ,Yes,No,Paraffin-hurricane lamp,0,2,1
335,237,5,1,0,2,Mtwara,Rural,Countryside,River/dam/lake/ponds/stream/canal/irirgation channel,8,Pit latrine - without slab / open pit,No,No,No,No,"Earth, sand, dung",Poles and mud,Grass/thatch/mud,3,No,No,Wood,Yes,No,No,No,No,No,No,No,No, ,Poorest,-91000,Mainland rural, ,No,No,Paraffin-wick lamp,10,1,15
336,299,7,2,0,2,Mtwara,Rural,Countryside,River/dam/lake/ponds/stream/canal/irirgation channel,10,No facility/bush/field,No,Yes,No,No,"Earth, sand, dung",Poles and mud,Grass/thatch/mud,3,No, ,Wood,Yes,No,No,No,No,No,No,No,No, ,Poorest,-82000,Mainland rural, ,No,No,Paraffin-wick lamp,6,2,12
337,319,4,1,0,0,Mtwara,Rural,Countryside,River/dam/lake/ponds/stream/canal/irirgation channel,2,No facility/bush/field,No,Yes,No,No,"Earth, sand, dung",Poles and mud,Grass/thatch/mud,1,No, ,Wood,Yes,No,No,No,No,No,No,No,No, ,Poorest,-88000,Mainland rural, ,No,No,Paraffin-wick lamp,10,3,15
338,361,4,1,0,1,Mtwara,Rural,Countryside,Open public well,0,No facility/bush/field,No,No,No,No,"Earth, sand, dung",Poles and mud,Grass/thatch/mud,1,No, ,Wood,Yes,No,No,No,No,No,No,No,No, ,Poorest,-101000,Mainland rural, ,No,No,Paraffin-wick lamp,10,2,15
339,381,6,1,0,1,Mtwara,Rural,Countryside,Open public well,8,No facility/bush/field,No,Yes,No,No,"Earth, sand, dung",Poles and mud,Grass/thatch/mud,2,No, ,Wood,Yes,No,No,No,No,No,No,No,No, ,Poorest,-81000,Mainland rural, ,No,No,Paraffin-wick lamp,10,3,15
340,402,4,1,1,0,Mtwara,Rural,Countryside,River/dam/lake/ponds/stream/canal/irirgation channel,30,No facility/bush/field,No,No,No,No,"Earth, sand, dung",Poles and mud,Grass/thatch/mud,2,No, ,Wood,Yes,No,No,No,No,No,No,No,No, ,Poorest,-94000,Mainland rural, ,No,No,Paraffin-wick lamp,10,2,15
341,423,3,1,0,0,Mtwara,Rural,Countryside,River/dam/lake/ponds/stream/canal/irirgation channel,8,Pit latrine - without slab / open pit,No,Yes,No,No,"Earth, sand, dung",Poles and mud,Grass/thatch/mud,2,No,Yes,Wood,Yes,No,No,No,No,No,No,No,No,2,Poorest,-84000,Mainland rural, ,No,No,Paraffin-wick lamp,6,3,10
342,297,3,1,1,1,Mtwara,Rural,Countryside,Open public well,45,No facility/bush/field,No,Yes,No,No,"Earth, sand, dung",Sun-dried bricks,Grass/thatch/mud,1,No, ,Wood,Yes,No,No,No,No,No,No,No,No, ,Poorer,-60000,Mainland rural, ,Yes,No,Paraffin-hurricane lamp,21,2,3
343,312,2,1,0,1,Mtwara,Rural,Countryside,Open public well,30,Pit latrine - without slab / open pit,No,No,No,No,"Earth, sand, dung",Sun-dried bricks,Grass/thatch/mud,1,No,No,Wood,Yes,No,No,No,No,No,No,No,No, ,Poorest,-94000,Mainland rural, ,No,No,Paraffin-wick lamp,18,2,4
344,327,5,1,0,1,Mtwara,Rural,Countryside,Open public well,30,Pit latrine - with slab,No,Yes,No,No,"Earth, sand, dung",Poles and mud,Grass/thatch/mud,1,No,Yes,Wood,Yes,Yes,Yes,No,No,No,No,No,No,3,Poorer,-72000,Mainland rural, ,No,No,Other,18,2,4
345,211,7,1,0,1,Mtwara,Rural,Countryside,River/dam/lake/ponds/stream/canal/irirgation channel,45,Pit latrine - without slab / open pit,No,Yes,No,No,"Earth, sand, dung",Baked bricks,Grass/thatch/mud,3,No,No,Wood,Yes,No,No,No,No,No,No,No,No, ,Poorest,-83000,Mainland rural, ,No,No,Paraffin-wick lamp,16,3,0
346,324,6,1,0,1,Mtwara,Rural,Countryside,Open public well,30,No facility/bush/field,No,No,No,No,"Earth, sand, dung",Sun-dried bricks,Grass/thatch/mud,2,No, ,Wood,Yes,No,No,No,No,No,No,No,No, ,Poorer,-71000,Mainland rural, ,Yes,No,Paraffin-hurricane lamp,15,2,15
347,346,2,0,0,0,Mtwara,Rural,Countryside,Open public well,45,Pit latrine - without slab / open pit,No,No,No,No,"Earth, sand, dung",Sun-dried bricks,Grass/thatch/mud,2,No,No,Wood,No,No,No,No,No,No,No,No,No, ,Poorest,-83000,Mainland rural, ,No,No,Paraffin-wick lamp,10,2,10
348,390,3,1,0,0,Mtwara,Rural,Countryside,River/dam/lake/ponds/stream/canal/irirgation channel,60,Pit latrine - with slab,No,Yes,No,No,"Earth, sand, dung",Sun-dried bricks,Iron sheets,1,No,No,Wood,Yes,No,No,No,No,No,No,No,No, ,Poorer,-59000,Mainland rural, ,No,No,Paraffin-wick lamp,12,2,12
349,455,2,1,0,0,Mtwara,Rural,Countryside,Public tap/standpipe,30,Pit latrine - with slab,No,No,No,No,"Earth, sand, dung",Poles and mud,Grass/thatch/mud,1,No,No,Wood,No,No,No,No,No,No,No,No,No, ,Poorer,-71000,Mainland rural,Authority,Yes,No,Other,10,3,2
350,477,4,0,0,1,Mtwara,Rural,Countryside,Protected public well,10,Pit latrine - without slab / open pit,No,No,No,No,"Earth, sand, dung",Poles and mud,Grass/thatch/mud,2,No,No,Wood,No,No,No,No,No,No,No,No,No, ,Poorest,-91000,Mainland rural, ,No,No,Firewood,12,1,3
351,264,2,0,0,0,Ruvuma,Rural,Countryside,Open public well,30,Pit latrine - with slab,No,Yes,No,No,"Earth, sand, dung",Poles and mud,Grass/thatch/mud,1,No,Yes,Wood,Yes,Yes,Yes,No,No,No,No,No,No,2,Poorer,-75000,Mainland rural, ,No,No,Paraffin-wick lamp,65,2,6
352,277,4,0,0,0,Ruvuma,Rural,Countryside,Spring,20,Pit latrine - without slab / open pit,No,No,No,No,"Earth, sand, dung",Poles and mud,Grass/thatch/mud,1,No,No,Wood,No,No,No,No,No,No,No,No,No, ,Poorest,-83000,Mainland rural, ,No,No,Firewood,65,3,8
353,287,5,2,0,1,Iringa,Rural,Countryside,Neighbour borehole,60,Flush - to septic tank,No,Yes,No,No,Cement,Baked bricks,Iron sheets,3,No,Yes,Wood,Yes,No,No,No,No,No,No,No,No,2,Richest,87000,Mainland rural, ,Yes,Yes,Paraffin-hurricane lamp,0,3,0
354,375,8,2,0,0,Iringa,Rural,Countryside,Piped into dwelling,0,Pit latrine - without slab / open pit,Yes,Yes,Yes,No,Cement,Baked bricks,Iron sheets,4,No,No,Wood,Yes,Yes,Yes,No,No,No,No,No,No, ,Richest,228000,Mainland rural,Private Operator,Yes,Yes,Electricity,20,3,1
355,290,4,0,0,0,Iringa,Rural,Countryside,River/dam/lake/ponds/stream/canal/irirgation channel,5,Pit latrine - without slab / open pit,No,No,No,No,"Earth, sand, dung",Poles and mud,Grass/thatch/mud,2,No,No,Wood,No,No,No,No,No,No,No,No,No, ,Poorest,-81000,Mainland rural, ,No,No,Other,22,2,8
356,210,3,0,0,0,Iringa,Rural,Countryside,Open public well,60,Pit latrine - with slab,No,No,No,No,"Earth, sand, dung",Sun-dried bricks,Grass/thatch/mud,2,No,No,Wood,No,No,No,No,No,No,No,No,No, ,Poorer,-68000,Mainland rural, ,No,No,Candles,12,2,1
357,233,3,1,0,1,Iringa,Rural,Countryside,Open public well,15,Pit latrine - without slab / open pit,No,Yes,No,No,"Earth, sand, dung",Baked bricks,Grass/thatch/mud,1,No,Yes,Wood,Yes,Yes,Yes,No,No,No,No,No,No,2,Middle,-40000,Mainland rural, ,Yes,No,Paraffin-hurricane lamp,12,2,1
358,352,1,1,0,0,Mbeya,Rural,Countryside,Public tap/standpipe,15,Pit latrine - ventilated improved pit (VIP),No,No,No,No,Cement,Baked bricks,Iron sheets,1,No,Yes,Charcoal,No,No,No,No,No,No,No,No,No,7,Richer,72000,Mainland rural,Authority,Yes,No,Paraffin-hurricane lamp,0,3,0
359,369,7,2,0,1,Mbeya,Rural,Countryside,Neighbour tap,15,Flush - to pit latrine,No,Yes,Yes,No,Cement,Baked bricks,Iron sheets,4,No,No,Charcoal,Yes,Yes,Yes,No,No,No,No,Yes,No, ,Richest,160000,Mainland rural, ,Yes,Yes,Paraffin-hurricane lamp,0,3,0
360,261,4,1,0,1,Mbeya,Rural,Countryside,Neighbour tap,10,Pit latrine - with slab,No,Yes,No,No,Cement,Sun-dried bricks,Iron sheets,3,No,No,Wood,Yes,No,No,No,No,No,No,No,No, ,Richer,24000,Mainland rural, ,Yes,No,Paraffin-hurricane lamp,0,3,0
361,279,4,1,0,2,Mbeya,Rural,Countryside,Public tap/standpipe,15,Pit latrine - without slab / open pit,No,Yes,No,No,Cement,Cement blocks,Iron sheets,2,No,No,Wood,No,No,No,No,No,No,No,No,No, ,Richer,36000,Mainland rural,Authority,Yes,No,Paraffin-hurricane lamp,1,3,1
362,314,4,1,0,1,Mbeya,Rural,Countryside,Piped to yard/plot,0,Flush - to pit latrine,Yes,Yes,Yes,No,Cement,Baked bricks,Iron sheets,1,No,Yes,Charcoal,Yes,Yes,Yes,No,No,No,No,Yes,No,3,Richest,168000,Mainland rural,Authority,No,No,Electricity,1,3,2
363,366,8,1,0,2,Mbeya,Rural,Countryside,Open public well,30,Pit latrine - without slab / open pit,No,Yes,Yes,No,Cement,Cement blocks,Iron sheets,3,No,No,Wood,Yes,No,No,No,No,No,No,No,No, ,Richer,64000,Mainland rural, ,Yes,No,Paraffin-hurricane lamp,1,3,3
364,384,3,1,0,1,Mbeya,Rural,Countryside,Public tap/standpipe,30,Pit latrine - without slab / open pit,No,No,No,No,Cement,Sun-dried bricks,Iron sheets,1,No,No,Wood,Yes,No,No,No,No,No,No,No,No, ,Middle,-27000,Mainland rural,dunno,No,No,Paraffin-wick lamp,2,3,1
365,300,3,0,0,0,Singida,Rural,Countryside,Public tap/standpipe,20,Pit latrine - with slab,No,Yes,No,No,"Earth, sand, dung",Sun-dried bricks,Grass/thatch/mud,2,No,No,Wood,No,No,No,No,No,No,No,No,No, ,Poorer,-68000,Mainland rural,Authority,No,No,Paraffin-wick lamp,36,2,2
366,360,4,1,0,0,Singida,Rural,Countryside,Public tap/standpipe,90,Pit latrine - with slab,No,Yes,No,No,"Earth, sand, dung",Sun-dried bricks,Iron sheets,2,No,No,Wood,Yes,No,No,No,No,No,No,No,No, ,Middle,-41000,Mainland rural,Authority,No,No,Paraffin-wick lamp,33,2,2
367,380,5,1,1,1,Singida,Rural,Countryside,Public tap/standpipe,60,No facility/bush/field,No,No,No,No,"Earth, sand, dung",Sun-dried bricks,Iron sheets,3,No, ,Wood,Yes,Yes,Yes,No,No,No,No,No,No, ,Poorer,-64000,Mainland rural,Authority,No,No,Paraffin-wick lamp,34,3,2
368,400,1,0,0,0,Singida,Rural,Countryside,Public tap/standpipe,20,Pit latrine - without slab / open pit,No,No,No,No,"Earth, sand, dung",Sun-dried bricks,Grass/thatch/mud,1,No,Yes,Wood,No,No,No,No,No,No,No,No,No,2,Poorest,-90000,Mainland rural,Authority,No,No,Paraffin-wick lamp,34,2,0
369,305,5,1,0,1,Tabora,Rural,Countryside,Open public well,15,Pit latrine - without slab / open pit,No,No,No,No,"Earth, sand, dung",Poles and mud,Grass/thatch/mud,1,No,Yes,Wood,No,No,No,No,No,No,No,No,No,2,Poorest,-89000,Mainland rural, ,No,No,Other,52,3,15
370,373,15,4,0,3,Tabora,Rural,Countryside,Neighbour borehole,15,No facility/bush/field,No,No,No,No,"Earth, sand, dung",Poles and mud,Grass/thatch/mud,5,No, ,Wood,Yes,No,No,No,No,No,No,No,No, ,Poorest,-81000,Mainland rural, ,No,No,Paraffin-wick lamp,69,3,19
371,270,10,2,0,1,Kigoma,Urban,Small city,Protected public well,120,Pit latrine - without slab / open pit,No,No,No,No,"Earth, sand, dung",Poles and mud,Grass/thatch/mud,3,No,No,Wood,No,No,No,No,No,No,No,No,No, ,Poorer,-74000,Mainland urban, ,No,No,Paraffin-wick lamp,2,3,5
372,371,5,1,0,1,Kigoma,Urban,Small city,Spring,60,Pit latrine - without slab / open pit,No,No,No,No,"Earth, sand, dung",Sun-dried bricks,Iron sheets,4,No,No,Wood,Yes,No,No,No,No,No,No,No,No, ,Middle,-46000,Mainland urban, ,Yes,No,Paraffin-wick lamp,3,3,2
373,391,7,1,1,2,Kigoma,Urban,Small city,Spring,60,Pit latrine - with slab,No,Yes,No,No,"Earth, sand, dung",Poles and mud,Iron sheets,3,No,Yes,Charcoal,Yes,Yes,Yes,No,No,No,No,No,No,2,Richer,45000,Mainland urban, ,Yes,Yes,Paraffin-wick lamp,3,3,2
374,412,8,1,0,1,Kigoma,Urban,Small city,Spring,60,Pit latrine - without slab / open pit,No,Yes,No,No,"Earth, sand, dung",Sun-dried bricks,Iron sheets,4,No,No,Charcoal,Yes,Yes,No,No,Yes,No,No,Yes,No, ,Richer,35000,Mainland urban, ,Yes,Yes,Paraffin-hurricane lamp,6,1,3
375,432,3,1,0,1,Kigoma,Urban,Small city,Spring,30,Pit latrine - with slab,No,Yes,No,No,Cement,Baked bricks,Iron sheets,1,No,Yes,Charcoal,No,No,No,No,No,No,No,No,No,4,Richer,66000,Mainland urban, ,Yes,Yes,Paraffin-hurricane lamp,5,3,3
376,347,3,0,0,0,Kigoma,Rural,Countryside,River/dam/lake/ponds/stream/canal/irirgation channel,60,Pit latrine - with slab,No,No,No,No,"Earth, sand, dung",Baked bricks,Iron sheets,2,No,Yes,Wood,No,Yes,Yes,No,No,No,No,No,No,2,Middle,-52000,Mainland rural, ,No,No,Paraffin-wick lamp,16,2,2
377,372,8,2,0,2,Kigoma,Rural,Countryside,Spring,60,Pit latrine - without slab / open pit,No,Yes,No,No,"Earth, sand, dung",Baked bricks,Grass/thatch/mud,3,No,No,Wood,No,No,No,No,No,No,No,No,No, ,Middle,-57000,Mainland rural, ,Yes,No,Paraffin-wick lamp,11,1,4
378,421,5,1,0,0,Kigoma,Rural,Countryside,River/dam/lake/ponds/stream/canal/irirgation channel,60,Pit latrine - without slab / open pit,No,Yes,No,No,"Earth, sand, dung",Baked bricks,Iron sheets,3,No,No,Wood,No,Yes,No,No,No,No,No,Yes,No, ,Middle,-53000,Mainland rural, ,No,No,Paraffin-wick lamp,16,2,2
379,470,7,1,1,2,Kigoma,Rural,Countryside,Protected public well,120,Pit latrine - without slab / open pit,No,Yes,No,No,"Earth, sand, dung",Baked bricks,Iron sheets,3,No,Yes,Wood,Yes,No,No,No,No,No,No,No,No,2,Middle,-43000,Mainland rural, ,No,No,Paraffin-wick lamp,11,3,2
380,494,10,3,0,3,Kigoma,Rural,Countryside,Protected public well,120,Pit latrine - without slab / open pit,No,No,No,No,"Earth, sand, dung",Baked bricks,Iron sheets,3,No,No,Wood,Yes,No,No,No,No,No,No,No,No, ,Middle,-31000,Mainland rural, ,Yes,No,Paraffin-hurricane lamp,16,3,0
381,519,9,2,0,3,Kigoma,Rural,Countryside,River/dam/lake/ponds/stream/canal/irirgation channel,120,Pit latrine - without slab / open pit,No,Yes,No,No,"Earth, sand, dung",Baked bricks,Iron sheets,2,No,No,Wood,Yes,No,No,No,No,No,No,No,No, ,Richer,-10000,Mainland rural, ,Yes,No,Paraffin-wick lamp,16,2,1
382,333,7,3,0,1,Kigoma,Rural,Countryside,River/dam/lake/ponds/stream/canal/irirgation channel,60,Pit latrine - without slab / open pit,No,Yes,No,No,"Earth, sand, dung",Baked bricks,Grass/thatch/mud,3,No,No,Wood,Yes,Yes,Yes,No,No,No,No,No,No, ,Poorer,-77000,Mainland rural, ,No,No,Paraffin-wick lamp,0,2,0
383,351,6,1,0,2,Kigoma,Rural,Countryside,River/dam/lake/ponds/stream/canal/irirgation channel,30,Pit latrine - with slab,No,No,No,No,"Earth, sand, dung",Baked bricks,Grass/thatch/mud,3,No,No,Wood,No,Yes,Yes,No,No,No,No,No,No, ,Poorer,-80000,Mainland rural, ,No,No,Paraffin-wick lamp,0,2,0
384,370,2,0,0,0,Kigoma,Rural,Countryside,River/dam/lake/ponds/stream/canal/irirgation channel,20,Pit latrine - without slab / open pit,No,Yes,No,No,"Earth, sand, dung",Grass,Grass/thatch/mud,2,No,No,Wood,No,Yes,Yes,No,No,No,No,No,No, ,Poorer,-81000,Mainland rural, ,Yes,No,Paraffin-wick lamp,0,2,1
385,389,10,1,0,1,Kigoma,Rural,Countryside,River/dam/lake/ponds/stream/canal/irirgation channel,30,Pit latrine - without slab / open pit,No,No,No,No,"Earth, sand, dung",Baked bricks,Grass/thatch/mud,3,No,No,Wood,Yes,Yes,Yes,No,No,No,No,No,No, ,Poorest,-85000,Mainland rural, ,No,No,Paraffin-wick lamp,0,2,0
386,407,6,1,0,3,Kigoma,Rural,Countryside,River/dam/lake/ponds/stream/canal/irirgation channel,15,Pit latrine - without slab / open pit,No,No,No,No,"Earth, sand, dung",Baked bricks,Iron sheets,3,No,No,Wood,Yes,No,No,No,No,No,No,No,No, ,Poorer,-63000,Mainland rural, ,No,No,Paraffin-wick lamp,1,2,0
387,278,4,0,0,2,Kagera,Rural,Countryside,River/dam/lake/ponds/stream/canal/irirgation channel,120,Pit latrine - without slab / open pit,No,Yes,No,No,"Earth, sand, dung",Poles and mud,Iron sheets,2,No,No,Wood,No,No,No,No,No,No,No,No,No, ,Middle,-39000,Mainland rural, ,No,Yes,Paraffin-wick lamp,49,2,6
388,293,1,0,0,0,Kagera,Rural,Countryside,River/dam/lake/ponds/stream/canal/irirgation channel,90,Pit latrine - without slab / open pit,No,No,No,No,"Earth, sand, dung",Poles and mud,Iron sheets,1,No,No,Wood,No,Yes,Yes,No,No,No,No,No,No, ,Poorer,-75000,Mainland rural, ,No,No,Paraffin-wick lamp,52,2,3
389,383,4,1,0,3,Mwanza,Rural,Countryside,Open public well,90,No facility/bush/field,No,No,No,No,"Earth, sand, dung",Sun-dried bricks,Iron sheets,1,No, ,Charcoal,Yes,No,No,No,No,No,No,No,No, ,Middle,-42000,Mainland rural, ,No,No,Paraffin-wick lamp,22,2,0
390,441,5,1,0,0,Mwanza,Rural,Countryside,Spring,5,Pit latrine - without slab / open pit,No,Yes,No,No,"Earth, sand, dung",Sun-dried bricks,Grass/thatch/mud,3,No,No,Wood,Yes,Yes,Yes,No,Yes,No,No,No,No, ,Poorer,-76000,Mainland rural, ,No,No,Paraffin-wick lamp,22,2,0
391,471,5,1,1,3,Mwanza,Rural,Countryside,Open public well,20,Pit latrine - without slab / open pit,No,Yes,No,No,"Earth, sand, dung",Baked bricks,Grass/thatch/mud,1,No,Yes,Wood,Yes,Yes,No,No,Yes,No,No,No,No,2,Poorer,-73000,Mainland rural, ,No,No,Paraffin-wick lamp,20,2,0
392,500,10,3,0,2,Mwanza,Rural,Countryside,River/dam/lake/ponds/stream/canal/irirgation channel,60,Pit latrine - without slab / open pit,No,Yes,No,No,"Earth, sand, dung",Poles and mud,Grass/thatch/mud,4,No,No,Wood,Yes,No,No,No,No,No,No,No,No, ,Poorest,-84000,Mainland rural, ,No,No,Paraffin-wick lamp,26,2,4
393,530,11,2,0,2,Mwanza,Rural,Countryside,Open public well,15,Pit latrine - without slab / open pit,No,No,No,No,"Earth, sand, dung",Poles and mud,Grass/thatch/mud,3,No,No,Wood,Yes,Yes,No,No,Yes,No,No,No,No, ,Poorest,-91000,Mainland rural, ,No,No,Paraffin-wick lamp,24,2,5
394,559,4,0,1,2,Mwanza,Rural,Countryside,Neighbour open well,5,Pit latrine - without slab / open pit,No,Yes,No,No,"Earth, sand, dung",Sun-dried bricks,Grass/thatch/mud,1,No,No,Wood,Yes,Yes,No,No,Yes,No,No,No,No, ,Poorest,-83000,Mainland rural, ,No,No,Paraffin-wick lamp,22,2,2
395,588,2,0,0,0,Mwanza,Rural,Countryside,Open public well,30,No facility/bush/field,No,Yes,No,No,"Earth, sand, dung",Sun-dried bricks,Iron sheets,1,No, ,Wood,Yes,No,No,No,No,No,No,No,No, ,Middle,-20000,Mainland rural, ,No,No,Solar,22,2,1
396,618,4,2,0,0,Mwanza,Rural,Countryside,Protected public well,30,No facility/bush/field,No,Yes,No,No,"Earth, sand, dung",Poles and mud,Grass/thatch/mud,2,No, ,Charcoal,Yes,No,No,No,No,No,No,No,No, ,Middle,-55000,Mainland rural, ,No,No,Paraffin-wick lamp,22,3,0
397,382,9,2,0,2,Zanzibar North,Rural,Countryside,Neighbour tap,80,Pit latrine - with slab,No,No,No,No,"Earth, sand, dung",Cement blocks,Iron sheets,3,No,No,Wood,Yes,No,No,No,No,No,No,No,No, ,Richer,-16000,Unguja, ,Yes,No,Paraffin-wick lamp,3,2,0
398,403,10,3,0,1,Zanzibar North,Rural,Countryside,Public tap/standpipe,10,Pit latrine - with slab,No,Yes,No,No,Cement,Cement blocks,Iron sheets,3,Yes,No,Wood,Yes,No,No,No,No,No,No,No,No, ,Richer,64000,Unguja,Authority,Yes,No,Paraffin-wick lamp,2,2,0
399,424,11,0,0,2,Zanzibar North,Rural,Countryside,Neighbour tap,30,Pit latrine - with slab,Yes,Yes,No,No,Cement,Cement blocks,Iron sheets,3,No,No,Wood,Yes,Yes,Yes,No,No,No,No,No,No, ,Richest,81000,Unguja, ,Yes,No,Solar,4,2,0
400,445,4,1,0,0,Zanzibar North,Rural,Countryside,Neighbour tap,3,Pit latrine - with slab,No,Yes,No,No,"Earth, sand, dung",Cement blocks,Grass/thatch/mud,1,No,No,Wood,Yes,No,No,No,No,No,No,No,No, ,Middle,-41000,Unguja, ,Yes,No,Paraffin-wick lamp,3,3,0
